id,conversation_id,customer_message,conversation_context,intent,expected_decision,expected_escalation_reason,reference_reply,difficulty,annotation_notes,label_status
134,2889482,hi guys! I have an iPhone 6s Plus that has developed a “blurry” camera issue and the Touch ID is no longer working. Purchased earlier this year in UAE. Can you let me know via my receipt I can DM you if covered by warranty for a fix?,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.","We're happy to look into the issues you're experiencing with your iPhone. In DM, please let us know which software version you're using. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
135,485772,"how come I still get charged .99 cents a month for extra data when I got a completely new phone with enough data that I don’t need that extra iCloud space? When I activated it, they said they would stop it.. it’s been about 2 months..",,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.","Your iCloud storage and the storage on your iPhone are used differently. This article will tell you more: https://t.co/dREC7Rk0Qk

If you’d still like to downgrade your iCloud storage you can follow this article: https://t.co/lOfKGWRryo
Any Questions? DM us! https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
136,1076333,"Apple Music is playing fine in the background. But on the lock screen, it looks like this. Have to unlock and go into the app to skip etc. https://t.co/gFnO10eQhC",Happy to help look into this. Can you let us know what happens when you try to play music now?,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We see what you mean. Do you have iOS 11.0.3 installed? Go to Settings > General > About to see.,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
137,1721809,y’all screwed my phone up with the last update.My phone stays charged for like 45 minutes.I’m going to @125607!That’s BS!,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We want to help. Meet us in DM and we'll work towards a solution together. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
138,593546,Last night when I went to bed my phone was 100% charged and 8 hours later when I woke up it was at 45% sooo yeah @115858 what’s that about,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We’d be glad to explore the battery further with you. At this point can you confirm the apps that use the most battery in DM? You can find the steps here: https://t.co/2voRgjSsVf,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
139,825927,My left AirPod consistently does not charge and doesn’t hold a charge. @115858 https://t.co/aukKJexP3n,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We'll be happy to assist with this. When did you start to notice this happen?,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
140,1707018,Can I get my iPhone X to backup to iCloud when I charge it on a wireless (Qi) charger and connected to WiFi?,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",It should back up as long as the requirements are met: https://t.co/qoJHp4BG4q DM us your iOS version if that's not working for you. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
141,1059788,the new public beta for iOS 11 just signed me out of Apple Music and deleted all my songs and playlists....,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.","We would be glad to look into this for you. As this requires account or hardware inspection, please connect directly with our support team: https://support.apple.com/contact",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
142,2009409,"Seriously though, wtf @AppleSupport? Are you deliberately making iTunes not work fully to entice people switch to Apple Music?",Day 3 of the iTunes transfer debacle; today iTunes was generous and let me transfer and entire 3 tracks. Several hundred more to go.,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
143,1848983,"Went through all that, but none of it really changed anything. Before 4.0 update I got 2 days out of a charge. Today it was done in 7 hours.",We want to help you with your watch.  First take a look at this: https://t.co/bivpdfBNJ6,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",Let's dig in further. Please send us a DM telling us which Apple Watch you have and the iPhone you have also. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
144,738498,"music, @115858 I have several Eminem songs that I would like to be reimbursed for , please remove his music and give me a refund!",,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",Hi there. This article has information on how to get help with an iTunes purchase: https://t.co/vPL1WOok5C https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
145,1815595,Apple Music is not letting me play music but plays Jay-Z album perfectly fine.,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",Let's look into this for you. Send us a DM with more details as to what you are experiencing with Apple Music. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
146,2304643,I’ve tried this but it tells me my billing information can’t be saved right now.,We're here to help. Let's try the steps listed in this support article: https://t.co/U96y4MTG7k,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We'd recommend getting in touch with one of our iTunes Store advisors for further assistance with billing issues. You can reach them here: https://t.co/SDIe7UiyJN,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
147,1892180,It sounds crunchy staticky raspy volume is normal,"To help us be on the same page, could you tell us more about the sound quality? For example, does the volume sound lower than usual?",AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Does it happen with one specific song or multiple songs? Let us know in DM. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
148,1908308,How Can I get more Volume out of my AirPods?,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Excellent question. All you need to do is make sure the volume is turned up on the device itself. For any issues, DM us. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
149,2455367,Bring Back my sound @AppleSupport 😡🤬,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd be happy to continue working with you. Send us a DM. https://t.co/GDrqU22YpT,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
150,967788,my phone isn’t in silent mode but there’s no sound,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Let's help isolate and take a closer look. Are you still able to play audio such as music? What about through headphones?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
151,2794344,"Problem with the ringtone for my #iPhoneX When receive a call, the sound is sound, and when I pick up the iPhone, the ringtone sound drop each time... #Apple ??? @116333 #Ringtone #Sound #Drop",,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd like to hear more about this. Could you send us a DM with more information? https://t.co/GDrqU2kzhr,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
152,448367,"Like I said. I've dealt with this problem before. I need to use a computer to backup my device, re-set it and them do all the updates and all that fun stuff. Doesn't sound so hard except I don't have a computer to do all that with.",We'd be happy to help you again. Let's meet in DM. https://t.co/GDrqU22YpT,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We completely understand. Please reach out to us if you need any help from us.,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
153,97047,"bought a new MacBook Air last week and now it won’t turn on at all, tried all the variations for recovery mode and hardbooting. Makes a quiet whirring sound and then stops.",,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We want you to be able to use your new MacBook Air as expected. Please send us a DM, so we can gather more information about this. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
154,2773279,I’m using 11.1. I was recording a new session when I was recording from safari but now that you’ve asked I tried to record the video from safari using the same recording time as I was recording a vid from youtube and it worked for about 5 secs and after that it didn’t have audio,Thanks for providing that for us. We'd be happy to look into this with you. Can you confirm the iOS version you're using? Are you trying to record during the same recording time or did you try a new recording session when trying to record from Safari?,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Try closing all opened windows in Safari. Then test the recording again. If that doesn't work, backup any necessary data on your device, and clear the history and cookies from Safari to test again: https://t.co/KATiqSeE7k",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
155,306642,what the fuck dude fuck this phone the speaker literally crackles like 5 times every song i’m going to kill mtswld i hate you @115858,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We want to help you with your new iPhone 8. Please meet us in DM with more details. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
156,684366,.@115858 Another #iOS11 gripe: you need to improve how active audio apps sync to the Control Center. I'll pause one and another plays. #wtf,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Please join us in DM. We'd like to hear more about what you're encountering. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
157,262228,This crackling of sound on the new iPhone is for the birds. Fix coming soon?,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Where are you noticing the crackling? Receiver, speaker, or both?",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
158,854610,Hey @115858 what’s happened to the sound control? Obsolete now? Totally stupid. Control panel’s a bugger. Not user friendly #ios11 #iOS11,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thanks for getting in touch. We're here to help! What happens when you use the volume control?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
159,1803286,why isn’t there any sound while your screen recording on FaceTime fix that 😑,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Let us know via DM which device you are using and which version of iOS 11 is installed, then we can go from there. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
160,1436708,"I can’t control my volume on @4305 with the new update. Doesn’t matter what volume I try, it’s still loud when I don’t wt",,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Was this the 11.1 update? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
161,1746869,Strange bug on iOS11.2 beta (on iPhone X) where volume cannot be changed when using AirPods... https://t.co/VEaq9AcQyI,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Let's take a close look into this with you. Send us a DM and we'll pick up from there. https://t.co/GDrqU22YpT,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
162,2047852,"So @AppleSupport what’s happening with 11.0.2?? I update my phone, and now my QC35 headphones sound shoite! Any explanation?",,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Let's be sure the Apple software and hardware are working as expected. Please reach out to us in DM to get started. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
163,208579,Why did my brand new iphone8 plus just make a loud crackling/static noise out the blue @AppleSupport,,AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd like to help. Does everything appear to be working on your iPhone? Was this a sound from the speakers or device itself?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
164,307432,Please make the volume icon removable from control centre for the sake of all parents with low functioning hyposensitive autistic kids!,"You can now add more controls to Control Center in iOS 11. Here's a guide. 
Learn more https://t.co/D5hw2gyots https://t.co/cpVyAGxQAg",AUDIO_SOUND_ISSUES,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We can help get you to the right place to make your suggestion. Provide your feedback here:  https://t.co/eTPVYVFyd8,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
165,1605588,Not just the music I sync?,Yes. You can absolutely stream music via Apple Music.,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"That's correct! With Apple Music, you have access to millions of songs. Check this out for details: https://t.co/dZgsEePiEK",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
166,761940,iTunes won’t show up my iPhone so I can’t sync it? Help! :(,,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're here for you! Try the steps here and let us know if you're still having issues: https://t.co/bLcjSdg2pg,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
167,286396,i upgraded my icloud storage plan but still at 5gb lol help me,,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We definitely want to take a look at this issue with you. You can reach our iTunes Store team here: https://t.co/SDIe7UiyJN,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
168,402626,Yes so I can then restore my backup from old phone.,Congratulations on your new iPhone. Let's see what's going on. Is the iPhone set up for use and you are now trying to update?,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Is your iPhone set up for Touch ID and a passcode? Please try to update again after you unlock your iPhone.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
169,107378,"Kinda annoyed that I lost all my data on my @115858⌚️when I upgraded to the iPhone X, even though I [supposedly] restored the watch from the last backup. Oh well, there’ll be plenty of time to make it all up again. P.S. I still can’t believe this @123765 280 character limit. 🤪",,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We'd like to address this with you. Please shoot us a DM and let us know if you migrated your data to your iPhone X and if so, how it was done. Restored a backup, used Quick Start or set things up as new. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
170,2850864,"Worst IoS ever @115858 worst battery backup, worst handling like its better to buy oppo and vivo instead of a Iphone. Seriously doesn’t expect such issues and bug cannot be handled by you even sometimes my IPHONE i got hanged while receiving calls!!",,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"This isn't expected behavior, and we want to look into this further with you. Send us a DM with your iPhone model, and current iOS version in Settings > General > About > Version, and we'll continue there. You can DM us from this link: https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
171,2279595,"Ok, WTF @115858 iCloud. I signed up for the 2TB account. My Photos are synced/backed up to the iCloud. I deleted photos from my Mac to gain space, pictures are deleted everywhere including the backup on iCloud. So WTF?",,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Hey there! We've got a great article for you, specifically the section ""Make space on your device"": https://t.co/DWod5CU80f Join us in DM if you need further assistance, we're here for you. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
172,2622004,"DM @AppleSupport Thanks for reaching out. iPhone 6 is super slow ever since update—in apps and home screens. Worse, it broke the sync from Watch 2 to Activity and Health apps. Tried everything suggested on boards. Should I do clean install on Phone? (Dreading!)",Hey there! What's going on performance wise with your device? Let us know in a DM. https://t.co/GDrqU22YpT,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Use this link to join us in DM, and we'll continue. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
173,2693992,"How do we delete older iCloud backups? I’m sure I don’t need *every* backup, just the last most recent. Thanks.",,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Great question! This article should do the trick to delete old backups: https://t.co/7vNd2QAL5s Let us know if you have any questions.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
174,559048,Last two updates for iOS 11 caused notifications to stop coming through Microsoft Sync. I have the latest update for sync and iOS.,,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We can partner with you on this. To be sure we’re on the same page, is your device currently running iOS version 11.2?",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
175,1845705,"Please please help @AppleSupport, my iPhone says storage full but wjen i check in settings it doesn't add up. What can I do?,",,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,That's unexpected. We want to know more about this. Let's move over to DM. Tell us your iOS version there. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
176,1149704,"hey after the software upgrade my control panel bottoms are not in sync with settings, one of the worst upgrade ever",,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Hello. We've received your DM, and will continue working from there. Be on the lookout for response.",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
177,1954067,"I actually was able to update/restore my backup so that problem is solved, but in restoring my backup my notes were deleted :(","You're in the right place for help. To start, what is the iOS version shown in Settings > General > About?",ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We can certainly take a look into options to recover those notes. Select the following link to join us in a DM to get started. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
178,1369608,Two days ago I complained to @118721 that airplay devices don't sync. No reply. Not good support. Please respond. #crapservice,,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We'd like to help, DM us some more details and we'll work with you there. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
179,1062375,if i purchase a 2nd hand ipod classic 6 gen will it sync with the latest version of itunes?,,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd like to help. Everything with syncing should work as expected.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
180,400391,restored my iPhone 6S from a backup and now the apple watch app won’t connect to my watch and won’t allow me to unpair. help!,,ICLOUD_STORAGE_SYNC,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thanks for reaching out.  Are these the steps you're taking to unpair and pair the Apple Watch: https://t.co/UCuy0qGg07?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
181,2282241,"my Apple Pay is stuck in UK , how do I change country for Apple Pay?",,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're here to help. Check out the article below and DM us if you have any questions. https://t.co/cLHlp91SvS https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
182,2285872,how do i fix this @AppleSupport https://t.co/6PDVg0pJYo,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"You've come to the right place. To clarify, are you part of Family Sharing? If so, are you the family organizer or is someone else in your family? Send over the answers via DM. https://t.co/GDrqU22YpT",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
183,2753658,tell me how to fix my pos phone pls & thx,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd love to help in any way we can. What seems to be going on with your iPhone?,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
184,2366204,"My iTunes account shows that I have an existing credit, however purchases are still being charged to my card. How do I get it to use the credit?",,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Let's get you to the right place to get your issue looked into. Be sure to reach out to our iTunes Store team from this link here: https://t.co/SDIe7UiyJN,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
185,2740739,What the actual fuckery with this last update. Been trying to get my phone to work again for the last two hours and I've officially lost control on how to get back to my account!!!!!,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We want to help you out with any issues you’re having. Can you send us some more details about what’s going on? Meet us over in DM, and we’ll take a closer look at this with you there. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
186,799394,"since updating to #iOS11 on my #ipadpro some app icons are gone
See examples attached. Do you‘ve any idea how to fix this? https://t.co/ZwxixTP5kk",,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd be happy to help out with this. What version of iOS 11 do you have? Do you see any app updates in the App Store?,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
187,193564,how do I turn access mail fetch setting in the new iOS? No longer an option under the mail settings.,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,This is now in Settings > Accounts & Passwords > Fetch New Data. Learn more about setting up mail acounts: https://t.co/Sv6TMt6dws,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
188,2321925,how do I erase Boot Camp Assistant partition ...? and make a new one.. https://t.co/Kaf0qYM9oR,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,That’s a great question. We can help. Here’s a link that will show you how to modify or delete that partition: https://t.co/0AAlfmqfSP,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
189,2888487,how is my phone broken and won’t charge unless it’s a certain way ... how do i fix this @115858,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thanks for reaching out! We know how important it is for you to be able to charge your iPhone. This article will explain what to do if your iPhone won’t charge: https://t.co/uqxquyfdn0 Let us know if you’re still having issues after completing the steps in the article.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
190,1301870,the speaker icon isn’t lit when I’m in a message on my Apple Watch. How do I fix this?,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Let's meet up in DM so we can discuss this matter further. https://t.co/GDrqU2kzhr,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
191,2703187,"Not sir, I donno how to do it. Cant find a way. I tried searching for it, saw Apple's site, but no help.",Let us help with your iPhone! We can understand wanting to get your data transferred over. What happens when you try to transfer the data? Are you getting an error message?,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thanks for letting us know. You’ll want to be sure to follow the exact steps listed here: https://t.co/5sQIZXtFhM Let us know if you're still having issues after completing the steps in the article.,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
192,1119388,how come it's not compatible with iPhone 6s? 🤔😅 https://t.co/9bJCnySkpx,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Hello Lucas, the Video app was replaced with the TV app. For more information check this out: https://t.co/TM5BLXF27l",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
193,1772916,How do I get this to stop? @115858 @AppleSupport https://t.co/6LV7kObdAE,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
194,1762863,How do I get my watch and phone to both make a Notification sound? Very important for work,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Hello! That's a great question! Here's a great article to help out: https://t.co/vXqj8bZGU7 If you have any questions, please let us know.",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
195,2112842,why doesn’t it update? https://t.co/rVVH0IENj3,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Ambiguous message requiring clarifying question before routing.,Let's work through the steps here to get it updated: https://t.co/Ui1yTnOCUz DM us if the issue continues. https://t.co/GDrqU22YpT,HARD,Ambiguous message with image link; initial draft classification.,HUMAN_VERIFIED
196,1059720,how can i fix this problem ? please reply https://t.co/XLYlobPI2m,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Ambiguous message requiring clarifying question before routing.,"Let's team up on this. DM us the iOS version your iPhone is running, and we'll meet you there. https://t.co/GDrqU22YpT",HARD,Ambiguous message with image link; initial draft classification.,HUMAN_VERIFIED
197,543675,This is happening with every app that has daily reminders. Not @246284’s fault. But indeed; disabling notifications for Headspace did the trick for me ✌️Will enable again as soon as @115858 releases a fix! https://t.co/yMELWXReCy,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Ambiguous message requiring clarifying question before routing.,"We're here to help. An update has been released that addresses this issue. If you haven't already, back up your iPhone and follow the steps here: https://t.co/osZOKKTalm

DM us if you have questions. https://t.co/GDrqU22YpT",HARD,Ambiguous message with image link; initial draft classification.,HUMAN_VERIFIED
198,1184005,what am I supposed to do with this?? Knowing I have an email which could be important but not be able to read it..helpful..not https://t.co/3GMyUbD7EM,,GENERAL_PRODUCT_INQUIRY,AUTO_HANDLE,Ambiguous message requiring clarifying question before routing.,We'd love to help! Are you experiencing this with all your emails? Have you tried restarting? https://t.co/n9BF3L9h6y,HARD,Ambiguous message with image link; initial draft classification.,HUMAN_VERIFIED
